chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	41777932	41795332	TEF	0	+	TEF	41777932	0.690000	0.690000	0.496435	False	K562	120	276.306064	0.411765	0.411765	15.879659	0.434938	83	212.636773	0.357398	0.357398	12.220504	0.336898	244.471419	0.388592	14.050082	0.390374	51	233.082123	0.361854	0.361854	13.395524	0.358289	233.082123	0.361854	13.395524	0.358289	337	775.959530	0.866310	0.866310	775.959530	0.866310	304	778.814204	0.873440	0.873440	778.814204	0.873440	777.386867	0.871658	777.386867	0.871658	18	82.264279	0.542781	0.542781	82.264279	0.542781	82.264279	0.542781	82.264279	0.542781	0.682709
chr22	41829491	41843027	TOB2	0	-	TOB2	41843027	5.730000	5.730000	0.614973	False	K562	587	1351.597164	0.803922	0.803922	99.852036	0.889483	496	1270.696859	0.799465	0.799465	93.875359	0.880570	1311.147012	0.803922	96.863698	0.887701	278	1270.526080	0.736185	0.736185	93.862742	0.844920	1270.526080	0.736185	93.862742	0.844920	108	248.675458	0.659537	0.659537	248.675458	0.659537	102	261.312661	0.677362	0.677362	261.312661	0.677362	254.994059	0.670232	254.994059	0.670232	154	703.816606	0.884135	0.884135	703.816606	0.884135	703.816606	0.884135	703.816606	0.884135	0.800357
chr22	41855720	41864708	PHF5A	0	-	PHF5A	41864708	111.390000	111.390000	0.937611	False	K562	136	313.146873	0.442068	0.442068	34.840551	0.707665	113	289.493438	0.427807	0.427807	32.208883	0.684492	301.320155	0.436720	33.524717	0.704100	133	607.841614	0.563280	0.563280	67.628128	0.791444	607.841614	0.563280	67.628128	0.791444	433	997.004382	0.889483	0.889483	997.004382	0.889483	381	976.079644	0.896613	0.896613	976.079644	0.896613	986.542013	0.894831	986.542013	0.894831	252	1151.699900	0.934046	0.934046	1151.699900	0.934046	1151.699900	0.934046	1151.699900	0.934046	0.941176
chr22	41865128	41924993	ACO2	0	+	ACO2	41865128	40.640000	40.640000	0.852050	False	K562	804	1851.250630	0.858289	0.858289	30.923756	0.659537	689	1765.141403	0.846702	0.846702	29.485365	0.655971	1808.196017	0.855615	30.204561	0.655971	1006	4597.659124	0.945633	0.945633	76.800453	0.811052	4597.659124	0.945633	76.800453	0.811052	442	1017.727337	0.893939	0.893939	1017.727337	0.893939	386	988.889088	0.898396	0.898396	988.889088	0.898396	1003.308212	0.896613	1003.308212	0.896613	362	1654.426047	0.959893	0.959893	1654.426047	0.959893	1654.426047	0.959893	1654.426047	0.959893	0.946524
chr22	41921805	41940493	POLR3H	0	-	POLR3H	41940493	25.460000	25.460000	0.789661	False	K562	440	1013.122236	0.748663	0.748663	54.212448	0.807487	361	924.841867	0.727273	0.727273	49.488542	0.787879	968.982051	0.743316	51.850495	0.796791	233	1064.865384	0.701426	0.701426	56.981238	0.757576	1064.865384	0.701426	56.981238	0.757576	287	660.832004	0.848485	0.848485	660.832004	0.848485	274	701.957539	0.853832	0.853832	701.957539	0.853832	681.394771	0.848485	681.394771	0.848485	48	219.371410	0.666667	0.666667	219.371410	0.666667	219.371410	0.666667	219.371410	0.666667	0.766488
chr22	41947712	41956887	LOC105373044	0	-	LOC105373044	41956887			0.081996	False	K562	69	158.875987	0.309269	0.309269	17.316184	0.461676	63	161.398996	0.315508	0.315508	17.591171	0.483066	160.137492	0.311943	17.453678	0.465241	33	150.817844	0.288770	0.288770	16.437912	0.431373	150.817844	0.288770	16.437912	0.431373	3	6.907652	0.183601	0.183601	6.907652	0.183601	7	17.933222	0.323529	0.323529	17.933222	0.323529	12.420437	0.286988	12.420437	0.286988	9	41.132139	0.475045	0.475045	41.132139	0.475045	41.132139	0.475045	41.132139	0.475045	0.383244
chr22	41957013	41972670	CSDC2	0	+	CSDC2	41957013	0.070000	0.070000	0.395722	False	K562	404	930.230416	0.734403	0.734403	59.413069	0.818182	288	737.823983	0.670232	0.670232	47.124224	0.778966	834.027200	0.700535	53.268647	0.805704	196	895.766589	0.655080	0.655080	57.211892	0.761141	895.766589	0.655080	57.211892	0.761141	7	16.117854	0.316399	0.316399	16.117854	0.316399	6	15.371333	0.303922	0.303922	15.371333	0.303922	15.744593	0.319073	15.744593	0.319073	9	41.132139	0.475045	0.475045	41.132139	0.475045	41.132139	0.475045	41.132139	0.475045	0.408200
chr22	41972889	41985871	PMM1	0	-	PMM1	41985871	21.420000	21.420000	0.755793	False	K562	143	329.264727	0.455437	0.455437	25.363174	0.590018	106	271.560216	0.411765	0.411765	20.918211	0.543672	300.412471	0.434938	23.140693	0.570410	138	630.692802	0.570410	0.570410	48.582098	0.713012	630.692802	0.570410	48.582098	0.713012	501	1153.577818	0.903743	0.903743	1153.577818	0.903743	390	999.136643	0.900178	0.900178	999.136643	0.900178	1076.357231	0.900178	1076.357231	0.900178	51	233.082123	0.673797	0.673797	233.082123	0.673797	233.082123	0.673797	233.082123	0.673797	0.805704
chr22	41994031	42017061	DESI1	0	-	DESI1	42017061	21.780000	21.780000	0.764706	False	K562	483	1112.131909	0.763815	0.763815	48.290574	0.786096	440	1127.231085	0.771836	0.771836	48.946204	0.784314	1119.681497	0.771836	48.618389	0.787879	315	1439.624875	0.766488	0.766488	62.510850	0.773619	1439.624875	0.766488	62.510850	0.773619	453	1043.055392	0.896613	0.896613	1043.055392	0.896613	343	878.727868	0.884135	0.884135	878.727868	0.884135	960.891630	0.889483	960.891630	0.889483	237	1083.146334	0.927807	0.927807	1083.146334	0.927807	1083.146334	0.927807	1083.146334	0.927807	0.932264
chr22	42017166	42060052	XRCC6	0	+	XRCC6	42017166	232.260000	232.260000	0.975045	True	K562	497	1144.367616	0.768271	0.768271	26.683944	0.607843	424	1086.240864	0.763815	0.763815	25.328566	0.591800	1115.304240	0.768271	26.006255	0.604278	393	1796.103415	0.816399	0.816399	41.880880	0.680927	1796.103415	0.816399	41.880880	0.680927	456	1049.963044	0.898396	0.898396	1049.963044	0.898396	346	886.413535	0.885918	0.885918	886.413535	0.885918	968.188290	0.893048	968.188290	0.893048	237	1083.146334	0.927807	0.927807	1083.146334	0.927807	1083.146334	0.927807	1083.146334	0.927807	0.937611
chr22	42069936	42084913	SNU13	0	-	SNU13	42084913			0.081996	False	K562	334	769.051879	0.668449	0.668449	51.348860	0.795009	302	773.690426	0.679144	0.679144	51.658572	0.800357	771.371153	0.677362	51.503716	0.795009	373	1704.698661	0.800357	0.800357	113.821103	0.871658	1704.698661	0.800357	113.821103	0.871658	82	188.809144	0.614973	0.614973	188.809144	0.614973	75	192.141662	0.618538	0.618538	192.141662	0.618538	190.475403	0.618538	190.475403	0.618538	108	493.585671	0.817291	0.817291	493.585671	0.817291	493.585671	0.817291	493.585671	0.817291	0.705882
chr22	42086546	42094140	C22orf46	0	+	C22orf46	42086546	5.010000	5.010000	0.593583	False	K562	83	191.111694	0.350267	0.350267	25.166144	0.584670	82	210.074884	0.352050	0.352050	27.663272	0.622103	200.593289	0.347594	26.414708	0.611408	43	196.520221	0.329768	0.329768	25.878354	0.577540	196.520221	0.329768	25.878354	0.577540	10	23.025505	0.366310	0.366310	23.025505	0.366310	12	30.742666	0.399287	0.399287	30.742666	0.399287	26.884086	0.377897	26.884086	0.377897	8	36.561902	0.459893	0.459893	36.561902	0.459893	36.561902	0.459893	36.561902	0.459893	0.431373
chr22	42095517	42195459	MEI1	0	+	MEI1	42095517	0.110000	0.110000	0.403743	False	K562	771	1775.266463	0.849376	0.849376	17.762967	0.470588	660	1690.846627	0.839572	0.839572	16.918279	0.454545	1733.056545	0.846702	17.340623	0.459893	250	1142.559425	0.718360	0.718360	11.432225	0.292335	1142.559425	0.718360	11.432225	0.292335	4	9.210202	0.238859	0.238859	9.210202	0.238859	2	5.123778	0.139037	0.139037	5.123778	0.139037	7.166990	0.179144	7.166990	0.179144	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.091800
chr22	42196625	42222303	CCDC134	0	+	CCDC134	42196625	5.080000	5.080000	0.598930	False	K562	363	835.825844	0.693405	0.693405	32.550270	0.691622	317	812.118759	0.691622	0.691622	31.627025	0.675579	823.972302	0.696970	32.088648	0.686275	245	1119.708236	0.713012	0.713012	43.605742	0.693405	1119.708236	0.713012	43.605742	0.693405	87	200.321897	0.628342	0.628342	200.321897	0.628342	87	222.884328	0.637255	0.637255	222.884328	0.637255	211.603112	0.632799	211.603112	0.632799	93	425.032106	0.795900	0.795900	425.032106	0.795900	425.032106	0.795900	425.032106	0.795900	0.702317
chr22	42229082	42303312	SREBF2	0	+	SREBF2	42229082	46.510000	46.510000	0.862745	False	K562	854	1966.378157	0.868093	0.868093	26.490343	0.602496	756	1936.787955	0.864528	0.864528	26.091714	0.609626	1951.583056	0.864528	26.291029	0.607843	652	2979.794979	0.898396	0.898396	40.142732	0.672014	2979.794979	0.898396	40.142732	0.672014	593	1365.412467	0.925134	0.925134	1365.412467	0.925134	477	1222.020972	0.916221	0.916221	1222.020972	0.916221	1293.716720	0.916221	1293.716720	0.916221	128	584.990425	0.846702	0.846702	584.990425	0.846702	584.990425	0.846702	584.990425	0.846702	0.903743
chr22	42305557	42310671	SHISA8	0	-	SHISA8	42310671	0.320000	0.320000	0.453654	False	K562	26	59.866314	0.148841	0.148841	11.706358	0.311943	22	56.361554	0.145276	0.145276	11.021031	0.288770	58.113934	0.144385	11.363695	0.301248	13	59.413090	0.163993	0.163993	11.617734	0.301248	59.413090	0.163993	11.617734	0.301248	8	18.420404	0.336007	0.336007	18.420404	0.336007	9	23.056999	0.360071	0.360071	23.056999	0.360071	20.738702	0.350267	20.738702	0.350267	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.279857
chr22	42321035	42322821	TNFRSF13C	0	-	TNFRSF13C	42322821	1.420000	1.420000	0.531194	False	K562	33	75.984168	0.181818	0.181818	42.544327	0.757576	29	74.294776	0.176471	0.176471	41.598419	0.745098	75.139472	0.185383	42.071373	0.750446	6	27.421426	0.110517	0.110517	15.353542	0.397504	27.421426	0.110517	15.353542	0.397504	11	25.328056	0.381462	0.381462	25.328056	0.381462	18	46.113999	0.451872	0.451872	46.113999	0.451872	35.721027	0.409982	35.721027	0.409982	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.374332
chr22	42334724	42343168	CENPM	0	-	CENPM	42343168	39.440000	39.440000	0.844920	False	K562	347	798.985036	0.677362	0.677362	94.621629	0.878788	241	617.415208	0.628342	0.628342	73.118807	0.852050	708.200122	0.647059	83.870218	0.869875	281	1284.236793	0.737968	0.737968	152.088678	0.907308	1284.236793	0.737968	152.088678	0.907308	276	635.503948	0.841355	0.841355	635.503948	0.841355	204	522.625321	0.810160	0.810160	522.625321	0.810160	579.064634	0.830660	579.064634	0.830660	86	393.040442	0.786096	0.786096	393.040442	0.786096	393.040442	0.786096	393.040442	0.786096	0.834225
chr22	42348190	42354946	LINC00634	0	+	LINC00634	42348190	0.180000	0.180000	0.429590	False	K562	55	126.640279	0.247772	0.247772	18.744861	0.493761	48	122.970664	0.263815	0.263815	18.201697	0.506239	124.805472	0.260250	18.473279	0.500891	21	95.974992	0.213904	0.213904	14.205890	0.372549	95.974992	0.213904	14.205890	0.372549	5	11.512753	0.276292	0.276292	11.512753	0.276292	3	7.685666	0.188948	0.188948	7.685666	0.188948	9.599210	0.224599	9.599210	0.224599	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.234403
chr22	42372930	42394225	SEPT3	0	+	SEPT3	42372930	0.000000	0.000000	0.268271	False	K562	75	172.691290	0.328877	0.328877	8.109476	0.185383	58	148.589552	0.300357	0.300357	6.977673	0.162210	160.640421	0.313725	7.543575	0.171123	46	210.230934	0.345811	0.345811	9.872314	0.249554	210.230934	0.345811	9.872314	0.249554	6	13.815303	0.297683	0.297683	13.815303	0.297683	2	5.123778	0.139037	0.139037	5.123778	0.139037	9.469540	0.221034	9.469540	0.221034	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.231729
chr22	42394728	42424477	WBP2NL	0	+	WBP2NL	42394728	0.000000	0.000000	0.268271	False	K562	94	216.439750	0.368984	0.368984	7.275530	0.151515	115	294.617215	0.434938	0.434938	9.903433	0.249554	255.528483	0.401070	8.589481	0.204991	45	205.660696	0.339572	0.339572	6.913197	0.142602	205.660696	0.339572	6.913197	0.142602	8	18.420404	0.336007	0.336007	18.420404	0.336007	10	25.618888	0.377005	0.377005	25.618888	0.377005	22.019646	0.356506	22.019646	0.356506	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.329768
chr22	42454337	42466846	NAGA	0	-	NAGA	42466846	14.000000	14.000000	0.705882	False	K562	385	886.481956	0.725490	0.725490	70.867532	0.843137	289	740.385872	0.672014	0.672014	59.188254	0.827094	813.433914	0.689840	65.027893	0.836007	140	639.833278	0.574866	0.574866	51.149834	0.732620	639.833278	0.574866	51.149834	0.732620	545	1254.890042	0.914439	0.914439	1254.890042	0.914439	426	1091.364641	0.907308	0.907308	1091.364641	0.907308	1173.127342	0.912656	1173.127342	0.912656	103	470.734483	0.811052	0.811052	470.734483	0.811052	470.734483	0.811052	470.734483	0.811052	0.891266
chr22	42470254	42475442	FAM109B	0	+	FAM109B	42470254	0.230000	0.230000	0.438503	False	K562	23	52.958662	0.132799	0.132799	10.207915	0.269162	28	71.732887	0.168449	0.168449	13.826694	0.381462	62.345775	0.149733	12.017304	0.326203	102	466.164245	0.489305	0.489305	89.854326	0.836007	466.164245	0.489305	89.854326	0.836007	1	2.302551	0.075758	0.075758	2.302551	0.075758	1	2.561889	0.084670	0.084670	2.561889	0.084670	2.432220	0.066845	2.432220	0.066845	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.048128
chr22	42475694	42480288	SMDT1	0	+	SMDT1	42475694	28.620000	28.620000	0.802139	False	K562	260	598.663139	0.618538	0.618538	130.314136	0.926916	251	643.034096	0.641711	0.641711	139.972594	0.926916	620.848618	0.629234	135.143365	0.925134	82	374.759491	0.439394	0.439394	81.575858	0.821747	374.759491	0.439394	81.575858	0.821747	332	764.446778	0.862745	0.862745	764.446778	0.862745	306	783.937982	0.875223	0.875223	783.937982	0.875223	774.192380	0.869875	774.192380	0.869875	93	425.032106	0.795900	0.795900	425.032106	0.795900	425.032106	0.795900	425.032106	0.795900	0.855615
chr22	42481529	42486959	NDUFA6	0	-	NDUFA6	42486959	123.050000	123.050000	0.944742	True	K562	470	1082.198752	0.761141	0.761141	199.299954	0.953654	364	932.527534	0.729947	0.729947	171.736194	0.948307	1007.363143	0.748663	185.518074	0.951872	298	1361.930834	0.754011	0.754011	250.815992	0.951872	1361.930834	0.754011	250.815992	0.951872	536	1234.167087	0.909982	0.909982	1234.167087	0.909982	408	1045.250642	0.904635	0.904635	1045.250642	0.904635	1139.708865	0.908200	1139.708865	0.908200	184	840.923736	0.906417	0.906417	840.923736	0.906417	840.923736	0.906417	840.923736	0.906417	0.930481
chr22	42486936	42521354	NDUFA6-AS1	0	+	NDUFA6-AS1	42486936	1.650000	1.650000	0.536542	False	K562	467	1075.291100	0.759358	0.759358	31.242115	0.672014	391	1001.698532	0.752228	0.752228	29.103915	0.645276	1038.494816	0.754011	30.173015	0.654189	122	557.568999	0.542781	0.542781	16.199924	0.420677	557.568999	0.542781	16.199924	0.420677	536	1234.167087	0.909982	0.909982	1234.167087	0.909982	408	1045.250642	0.904635	0.904635	1045.250642	0.904635	1139.708865	0.908200	1139.708865	0.908200	193	882.055876	0.909091	0.909091	882.055876	0.909091	882.055876	0.909091	882.055876	0.909091	0.934046
chr22	42522500	42526883	LOC101929829	0	-	LOC101929829	42526883			0.081996	False	K562	13	29.933157	0.088235	0.088235	6.829376	0.138146	4	10.247555	0.027629	0.027629	2.338023	0.041889	20.090356	0.065062	4.583700	0.088235	3	13.710713	0.074866	0.074866	3.128157	0.072193	13.710713	0.074866	3.128157	0.072193	4	9.210202	0.238859	0.238859	9.210202	0.238859	4	10.247555	0.239750	0.239750	10.247555	0.239750	9.728879	0.233512	9.728879	0.233512	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.126560
chr22	42522500	42526883	CYP2D6	0	-	CYP2D6	42526883	0.510000	0.510000	0.474153	False	K562	13	29.933157	0.088235	0.088235	6.829376	0.138146	4	10.247555	0.027629	0.027629	2.338023	0.041889	20.090356	0.065062	4.583700	0.088235	3	13.710713	0.074866	0.074866	3.128157	0.072193	13.710713	0.074866	3.128157	0.072193	4	9.210202	0.238859	0.238859	9.210202	0.238859	4	10.247555	0.239750	0.239750	10.247555	0.239750	9.728879	0.233512	9.728879	0.233512	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.126560
chr22	42535602	42540576	CYP2D7	0	-	CYP2D7	42540576			0.081996	False	K562	2	4.605101	0.011586	0.011586	0.925835	0.019608	3	7.685666	0.021390	0.021390	1.545168	0.028520	6.145384	0.016043	1.235501	0.019608	2	9.140475	0.057932	0.057932	1.837651	0.062389	9.140475	0.057932	1.837651	0.062389	1	2.302551	0.075758	0.075758	2.302551	0.075758	0	0.000000	0.028520	0.028520	0.000000	0.028520	1.151275	0.034759	1.151275	0.034759	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.031194
chr22	42556018	42679933	TCF20	0	-	TCF20	42679933	9.870000	9.870000	0.668449	False	K562	935	2152.884750	0.875223	0.875223	17.373883	0.463458	865	2216.033837	0.878788	0.878788	17.883499	0.497326	2184.459294	0.878788	17.628691	0.468806	576	2632.456914	0.880570	0.880570	21.244054	0.515152	2632.456914	0.880570	21.244054	0.515152	2	4.605101	0.131016	0.131016	4.605101	0.131016	7	17.933222	0.323529	0.323529	17.933222	0.323529	11.269161	0.268271	11.269161	0.268271	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.290553
chr22	42665758	42670868	OGFRP1	0	+	OGFRP1	42665758			0.081996	False	K562	59	135.850482	0.266488	0.266488	26.585221	0.604278	32	81.980443	0.189840	0.189840	16.043139	0.424242	108.915462	0.231729	21.314180	0.545455	45	205.660696	0.339572	0.339572	40.246712	0.673797	205.660696	0.339572	40.246712	0.673797	30	69.076516	0.484848	0.484848	69.076516	0.484848	25	64.047221	0.484848	0.484848	64.047221	0.484848	66.561868	0.488414	66.561868	0.488414	43	196.520221	0.652406	0.652406	196.520221	0.652406	196.520221	0.652406	196.520221	0.652406	0.563280
chr22	42760405	42765214	LINC01315	0	-	LINC01315	42765214			0.081996	False	K562	28	64.471415	0.161319	0.161319	13.406408	0.374332	28	71.732887	0.168449	0.168449	14.916383	0.408200	68.102151	0.169340	14.161396	0.393939	14	63.983328	0.174688	0.174688	13.304913	0.356506	63.983328	0.174688	13.304913	0.356506	118	271.700963	0.688057	0.688057	271.700963	0.688057	101	258.750772	0.674688	0.674688	258.750772	0.674688	265.225867	0.682709	265.225867	0.682709	8	36.561902	0.459893	0.459893	36.561902	0.459893	36.561902	0.459893	36.561902	0.459893	0.557932
chr22	42776413	42828401	NFAM1	0	-	NFAM1	42828401	0.000000	0.000000	0.268271	False	K562	378	870.364102	0.714795	0.714795	16.741635	0.452763	344	881.289757	0.716578	0.716578	16.951792	0.458111	875.826930	0.716578	16.846713	0.447415	199	909.477302	0.662210	0.662210	17.493985	0.454545	909.477302	0.662210	17.493985	0.454545	4	9.210202	0.238859	0.238859	9.210202	0.238859	2	5.123778	0.139037	0.139037	5.123778	0.139037	7.166990	0.179144	7.166990	0.179144	4	18.280951	0.361854	0.361854	18.280951	0.361854	18.280951	0.361854	18.280951	0.361854	0.281640
chr22	42896584	42908566	SERHL	0	+	SERHL	42896584	4.980000	4.980000	0.591800	False	K562	95	218.742301	0.370766	0.370766	18.255909	0.483066	99	253.626994	0.399287	0.399287	21.167334	0.549020	236.184647	0.383244	19.711621	0.522282	23	105.115467	0.231729	0.231729	8.772781	0.201426	105.115467	0.231729	8.772781	0.201426	133	306.239221	0.707665	0.707665	306.239221	0.707665	107	274.122105	0.683601	0.683601	274.122105	0.683601	290.180663	0.698752	290.180663	0.698752	10	45.702377	0.490196	0.490196	45.702377	0.490196	45.702377	0.490196	45.702377	0.490196	0.581105
chr22	42904340	42915829	RRP7A	0	-	RRP7A	42915829	35.270000	35.270000	0.830660	False	K562	60	138.153032	0.271836	0.271836	12.024809	0.319073	75	192.141662	0.334225	0.334225	16.723967	0.449198	165.147347	0.319073	14.374388	0.401070	36	164.528557	0.304813	0.304813	14.320529	0.374332	164.528557	0.304813	14.320529	0.374332	47	108.219875	0.543672	0.543672	108.219875	0.543672	45	115.284997	0.553476	0.553476	115.284997	0.553476	111.752436	0.554367	111.752436	0.554367	22	100.545229	0.565062	0.565062	100.545229	0.565062	100.545229	0.565062	100.545229	0.565062	0.554367
chr22	42949867	42970388	SERHL2	0	+	SERHL2	42949867	24.990000	24.990000	0.786096	False	K562	241	554.914679	0.604278	0.604278	27.041308	0.616756	220	563.615542	0.608734	0.608734	27.465306	0.618538	559.265111	0.607843	27.253307	0.616756	99	452.453532	0.481283	0.481283	22.048318	0.524064	452.453532	0.481283	22.048318	0.524064	182	419.064197	0.759358	0.759358	419.064197	0.759358	150	384.283324	0.756684	0.756684	384.283324	0.756684	401.673761	0.754011	401.673761	0.754011	54	246.792836	0.681818	0.681818	246.792836	0.681818	246.792836	0.681818	246.792836	0.681818	0.713012
chr22	42969265	42978017	RRP7BP	0	-	RRP7BP	42978017			0.081996	False	K562	26	59.866314	0.148841	0.148841	6.840301	0.140820	26	66.609110	0.161319	0.161319	7.610730	0.188948	63.237712	0.153298	7.225516	0.153298	33	150.817844	0.288770	0.288770	17.232386	0.438503	150.817844	0.288770	17.232386	0.438503	36	82.891819	0.503565	0.503565	82.891819	0.503565	23	58.923443	0.476827	0.476827	58.923443	0.476827	70.907631	0.493761	70.907631	0.493761	26	118.826180	0.581996	0.581996	118.826180	0.581996	118.826180	0.581996	118.826180	0.581996	0.529412
chr22	42979726	43010968	POLDIP3	0	-	POLDIP3	43010968	32.230000	32.230000	0.819964	True	K562	243	559.519780	0.606952	0.606952	17.909218	0.474153	248	635.348430	0.638146	0.638146	20.336356	0.538324	597.434105	0.618538	19.122787	0.509804	335	1531.029629	0.774510	0.774510	49.005494	0.716578	1531.029629	0.774510	49.005494	0.716578	385	886.481956	0.878788	0.878788	886.481956	0.878788	379	970.955866	0.893048	0.893048	970.955866	0.893048	928.718911	0.887701	928.718911	0.887701	223	1019.163007	0.921569	0.921569	1019.163007	0.921569	1019.163007	0.921569	1019.163007	0.921569	0.926916
chr22	43013845	43042995	CYB5R3	0	-	CYB5R3	43042995	27.920000	27.920000	0.800357	False	K562	298	686.160059	0.640820	0.640820	23.538939	0.566845	290	742.947761	0.673797	0.673797	25.487059	0.595365	714.553910	0.650624	24.512999	0.586453	205	936.898728	0.672906	0.672906	32.140608	0.623886	936.898728	0.672906	32.140608	0.623886	81	186.506593	0.612299	0.612299	186.506593	0.612299	55	140.903886	0.571301	0.571301	140.903886	0.571301	163.705239	0.604278	163.705239	0.604278	26	118.826180	0.581996	0.581996	118.826180	0.581996	118.826180	0.581996	118.826180	0.581996	0.590018
chr22	43035808	43036607	ATP5L2	0	-	ATP5L2	43036607	0.000000	0.000000	0.268271	False	K562	7	16.117854	0.049020	0.049020	20.172533	0.525847	5	12.809444	0.035651	0.035651	16.031845	0.422460	14.463649	0.035651	18.102189	0.486631	2	9.140475	0.057932	0.057932	11.439894	0.294118	9.140475	0.057932	11.439894	0.294118	2	4.605101	0.131016	0.131016	4.605101	0.131016	5	12.809444	0.280749	0.280749	12.809444	0.280749	8.707273	0.216578	8.707273	0.216578	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.117647
